	Anchor 1	Anchor 2	Alternative 1.1	Alternative 1.2	Correct Alternative	ID	# Votes out of 5 for Correct Alternative	style type
226	Donaldson joined the Australian Army on 18 June 2002.	Military career Donaldson enlisted in the Australian Army on 18 June 2002.	157 – 69 and are regarded by some as the cultural ancestors of the Western Turks – the present-day inhabitants of Azerbaijan, Turkey, and Turkmenistan.	157 - 69 and are regarded by some as the cultural (people in the family who lived long, long ago) of the Western Turks - the present-day residents of Azerbaijan, Turkey, and Turkmenistan.	2	QQ_s-t7-194-c-194_c-1226-s-t7-1226--1	3	simplicity
227	Orchestration Stravinsky first conceived of writing the ballet in 1913.	The composer Stravinsky first thought of writing music for the ballet in 1913.	The Twelve-wired Bird of Paradise, Seleucidis melanoleucus or Seleucidis melanoleuca, is a medium-sized, approximately 33cm-long, velvet black and yellow bird of paradise.	The Twelve-wired Bird of Paradise, Seleucidis melanoleucus or Seleucidis melanoleuca, is a medium-sized, about 33cm-long, velvet black and yellow bird of paradise.	1	QQ_c-209-s-t1-209_c-1296-s-t1-1296--0	4	simplicity
228	Human skin hues can range from very dark brown to very pale pink.	Human skin can change from very dark brown to very pale pink.	Biography Howard was born in Stockport, Cheshire, in England on December 7, 1977.	Howard was born in Stockport, Cheshire in England on December 7 1977.	1	QQ_c-240-s-t3-240_c-839-s-t3-839--0	3	simplicity
229	Bremer reported plans to put Saddam on trial, but claimed that the details of such a trial had not yet been determined.	Bremer reported plans to put Saddam on trail, but stated that the details of such a trail had not yet been decided.	The ventricular muscle twitches randomly, rather than contracting in unison, and so the ventricles fail to pump blood into the arteries and into systemic circulation.	The ventricular muscle twitches randomly, rather than contracting together, and so the (parts of the heart) do not pump blood into the arteries and into (related to the deep-down, basic way something works) circulation.	1	QQ_c-242-s-t6-242_c-2004-s-t6-2004--0	4	simplicity
230	Notable features of the design include key-dependent S-boxes and a highly complex key schedule.	The distinguished features of the design are key-dependent S-boxes and a key schedule  which is very complex.	Queen were an English rock band.	Queen was a rock band from England.	1	QQ_c-246-s-t3-246_c-1215-s-t3-1215--0	5	simplicity
231	This resulted in both Montenegro and Serbia becoming independent countries.	Montenegro and Serbia became independent because of this	Due to storm there is a heavy rainfall near the immediate landfall location and elsewhere it is little precipitation	The storm dropped heavy rainfall near its immediate landfall location but little precipitation elsewhere.	2	QQ_c-262-s-t6-262_s-t6-1384-c-1384--1	4	simplicity
232	Schuschnigg quickly said to the public that the stories about riots were not true.	Schuschnigg immediately responded publicly that reports of riots were false.	This was an extremely controversial stance within the largely pacifist Greens, because it meant that, for the first time since World War II, German soldiers would actively participate in combat.	German soldiers would actively participate in a combat for the first time after	2	QQ_s-t5-264-c-264_c-697-s-t5-697--1	5	simplicity
233	The Prime Minister stays in office only as long as he or she retains the support of the lower house.	The Prime Minister stays in office as long as he or she retains support of the lower house.	Ideas and works that are able to be done at zero cost, or almost zero cost.	Ideas and works that are reproducible at zero cost, or almost zero cost.	2	QQ_c-281-s-t6-281_s-t6-1850-c-1850--1	3	simplicity
234	Together they formed New Music Manchester, a group committed to contemporary music.	Together they formed New Music Manchester, a group made oneself responsible to being in existence at the time music	Species are native to tropcial and subtropical areas of all continents inaddition to the South West Pacific and Australasia.	Species are native to tropical and subtropical regions of all continents in addition to the South West Pacific and Australasia.	2	QQ_c-284-s-t2-284_s-t2-767-c-767--1	4	simplicity
235	Ohio State's library system encompasses twenty-one libraries located on its Columbus campus.	Ohio's state library system includes twenty one libraries located on its Columbus campus.	Ritchie Neville (born Richard Neville Dobson, 23 August 1979, Solihull, England) is an English singer most noted for being a member of UK boy band Five.	Ritchie Neville is an English singer most noted for being a member of UK boy band Five.	1	QQ_c-298-s-t3-298_c-1111-s-t3-1111--0	5	simplicity
236	Meanwhile, Iceland and Greenland both accepted Norway's rule, but Scotland managed to repulse the Norse invasion and arrange a favorable peace settlement.	In other developments, both Iceland and Greenland accepted the overlordship of Norway, but Scotland was able to repulse a Norse invasion and broker a favorable peace settlement.	"The Vezina Trophy is awarded annually to the National Hockey League's goaltender who is ""adjudged to be the best at this position""."	"The Vezina trophy is given each year to the National Hockey League goaltender who is ""thought to be the best at this position""."	2	QQ_s-t5-299-c-299_c-412-s-t5-412--1	3	simplicity
237	"Some singles from the album are: ""By the Way"", ""The Zephyr Song, ""Can't Stop', ""Dosed"", and ""Universally Speaking""."	"The singles from the album included ""By the Way"", ""The Zephyr Song"", ""Ca n't Stop"", ""Dosed"" and ""Universally Speaking""."	Shi'a Muslims think of Karbala as one of their holiest cities after Mecca, Medina, Jerusalem and Najaf.	Shi'a Muslims consider Karbala to be one of their holiest cities after Mecca, Medina, Jerusalem and Najaf.	1	QQ_s-t0-300-c-300_s-t0-173-c-173--0	3	simplicity
238	"In a short video promoting the charity Equality Now Joss Whedon confirmed that ""Fray is not done, Fray is coming back."	"In a video promoting the charity Equality Now Joss Whedon confirmed that ""Fray is not done and coming back""."	The RollerCoaster Tycoon computer game series, also known as RCT, simulate amusement park management.	RollerCoaster Tycoon (or often abbreviated RCT) is a series of computer games that simulate amusement park management.	2	QQ_c-311-s-t1-311_s-t1-1443-c-1443--1	5	simplicity
239	"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden"", a metaphor that informs the work on a number of levels."	"Waugh writes that Charles had been ""in search of love in those days"" when he first met Sebastian, finding ""that low door in the wall... which opened on an enclosed and enchanted garden,"" a metaphor used by the story in a number of ways."	On 8 November 1917, the Russian Congress eclected Lenin as a Chairman of the Council of People's Commissars.	On 8 November 1917, Lenin was elected the Chairman of the Council of People's Commissars by the Russian Congress of Soviets.	2	QQ_c-317-s-t4-317_s-t4-833-c-833--1	4	simplicity
240	Google subsequently made the comic available on Google Books and their site and mentioned it on its official blog along with an explanation for the early release.	Google explained in its blogged about the early release of the comic that was made available on Google Books.	The spot was observed at different times with different sizes and shapes.	The spot was looked at, at different times, sizes and shapes.	1	QQ_c-329-s-t3-329_c-1195-s-t3-1195--0	5	simplicity
241	He toured with the IPO in the spring of 1990 for their first-ever performance in the Soviet Union, with concerts in Moscow and Leningrad, and toured with the IPO again in 1994, performing in China and India.	He toured with the IPO in the spring of 1990 to the Soviet Union. There with concerts in Moscow and Leningrad, they performed for the first time in Soviet Union. In 1994 he toured with the IPO again to perform in China and India.	Israel, though subjected to attack by Iraqi missiles, refrained from retaliating in order not to provoke Arab states into leaving the coalition.	Israel refrained from retaliating to Iraque missle attacks in order to nt provoke the Arabs states into leaving  the coalition.	1	QQ_c-332-s-t7-332_c-1086-s-t7-1086--0	4	simplicity
242	Out of 16,421 participants in the national casting, she was chosen among the 15 candidates to appear on the TV show.	She was among the 15 candidates chosen to appear on the TV show after being in a national casting with 16,421 participants.	It formed on July 19 from a trough of low pressure off the Southeast U.S. Coast.	It formed on July 19 from a trough of low pressure of the U.S. Coast.	1	QQ_c-343-s-t4-343_c-885-s-t4-885--0	4	simplicity
243	Although the name suggests that they are located in the Bernese Oberland region of the canton of Bern, portions of the Bernese Alps are in the adjacent cantons of Valais, Lucerne, Obwalden, Fribourg and Vaud.	despite the name suggests that they are placed in the Bernese Oberland region of the canton of Bern, portions of the Bernese Alps are in the adjacent cantons of Valais, Lucerne, Obwalden, Fribourg and Vaud.	Bergman stated that, the. film would be his last, and that subsequently he would concentrate on directing theatre	Bergman stated that the film would be his last, and that afterwards he would focus on directing theatre.	2	QQ_c-354-s-t1-354_s-t1-692-c-692--1	4	simplicity
244	Gable also earned an Academy Award nomination when he portrayed Fletcher Christian in 1935's Mutiny on the Bounty.	In1935, Gable was nominated for an Academy Award for his portrayl of Fletcher Christian in Mutiny on the Bounty.	They must try to find a way home by using plotholes to teleport between dimensional realms.	They must try to find a way home by using the small gap to get transported between any kingdoms.	1	QQ_c-358-s-t5-358_c-514-s-t5-514--0	3	simplicity
245	Rollins retired in 1962 and decided to become a coach.	Rollins retired in 1962 and opted to become a coach.	Representatives of the Professional Hockey Writers' Association vote for the All-Star Team at the end of the regular season.	Members of the Professional Hockey Writers' Association vote for the All-Star Team at the end of the regular season.	2	QQ_s-t4-367-c-367_c-243-s-t4-243--1	3	simplicity
